,NOC,Year,F,M,FP
929,IRL,1948,6.0,77.0,0.07228915662650602
930,IRL,1956,2.0,23.0,0.08
931,IRL,1960,3.0,60.0,0.047619047619047616
932,IRL,1964,2.0,33.0,0.05714285714285714
933,IRL,1968,11.0,46.0,0.19298245614035087
934,IRL,1972,20.0,64.0,0.23809523809523808
935,IRL,1976,5.0,54.0,0.0847457627118644
936,IRL,1980,5.0,52.0,0.08771929824561403
937,IRL,1984,20.0,35.0,0.36363636363636365
938,IRL,1988,13.0,65.0,0.16666666666666666
939,IRL,1992,15.0,62.0,0.19480519480519481
940,IRL,1996,22.0,77.0,0.2222222222222222
941,IRL,2000,31.0,45.0,0.40789473684210525
942,IRL,2004,18.0,37.0,0.32727272727272727
943,IRL,2008,19.0,44.0,0.30158730158730157
944,IRL,2012,34.0,42.0,0.4473684210526316
945,IRL,2016,31.0,62.0,0.3333333333333333
946,IRQ,2000,2.0,2.0,0.5
947,IRQ,2004,1.0,23.0,0.041666666666666664
948,IRQ,2008,1.0,3.0,0.25
949,IRQ,2012,3.0,5.0,0.375
950,ISL,1948,3.0,24.0,0.1111111111111111
951,ISL,1960,1.0,10.0,0.09090909090909091
952,ISL,1964,1.0,4.0,0.2
953,ISL,1968,6.0,10.0,0.375
954,ISL,1972,1.0,29.0,0.03333333333333333
955,ISL,1976,8.0,14.0,0.36363636363636365
956,ISL,1984,4.0,31.0,0.11428571428571428
957,ISL,1988,8.0,34.0,0.19047619047619047
958,ISL,1992,5.0,26.0,0.16129032258064516
959,ISL,1996,4.0,11.0,0.26666666666666666
960,ISL,2000,12.0,17.0,0.41379310344827586
961,ISL,2004,6.0,28.0,0.17647058823529413
962,ISL,2008,9.0,22.0,0.2903225806451613
963,ISL,2012,12.0,24.0,0.3333333333333333
964,ISL,2016,10.0,4.0,0.7142857142857143
965,ISR,1952,4.0,27.0,0.12903225806451613
966,ISR,1956,1.0,2.0,0.3333333333333333
967,ISR,1960,19.0,27.0,0.41304347826086957
968,ISR,1964,3.0,10.0,0.23076923076923078
969,ISR,1968,7.0,32.0,0.1794871794871795
970,ISR,1972,4.0,13.0,0.23529411764705882
971,ISR,1976,2.0,32.0,0.058823529411764705
972,ISR,1984,19.0,46.0,0.2923076923076923
973,ISR,1988,8.0,21.0,0.27586206896551724
974,ISR,1992,9.0,35.0,0.20454545454545456
975,ISR,1996,10.0,28.0,0.2631578947368421
976,ISR,2000,13.0,45.0,0.22413793103448276
977,ISR,2004,19.0,27.0,0.41304347826086957
978,ISR,2008,25.0,35.0,0.4166666666666667
979,ISR,2012,23.0,33.0,0.4107142857142857
980,ISR,2016,31.0,28.0,0.5254237288135594
981,ISV,1976,4.0,22.0,0.15384615384615385
982,ISV,1984,6.0,46.0,0.11538461538461539
983,ISV,1988,5.0,41.0,0.10869565217391304
984,ISV,1992,8.0,26.0,0.23529411764705882
985,ISV,1996,8.0,6.0,0.5714285714285714
986,ISV,2000,3.0,9.0,0.25
987,ISV,2004,2.0,7.0,0.2222222222222222
988,ISV,2008,2.0,6.0,0.25
989,ISV,2012,5.0,4.0,0.5555555555555556
990,ISV,2016,2.0,5.0,0.2857142857142857
991,ITA,1900,1.0,35.0,0.027777777777777776
992,ITA,1920,2.0,289.0,0.006872852233676976
993,ITA,1924,7.0,326.0,0.021021021021021023
994,ITA,1928,21.0,252.0,0.07692307692307693
995,ITA,1936,20.0,329.0,0.05730659025787966
996,ITA,1948,25.0,285.0,0.08064516129032258
997,ITA,1952,77.0,299.0,0.2047872340425532
998,ITA,1956,57.0,150.0,0.2753623188405797
999,ITA,1960,79.0,323.0,0.19651741293532338
1000,ITA,1964,18.0,238.0,0.0703125
1001,ITA,1968,33.0,235.0,0.12313432835820895
1002,ITA,1972,71.0,274.0,0.20579710144927535
1003,ITA,1976,68.0,244.0,0.21794871794871795
1004,ITA,1980,57.0,146.0,0.28078817733990147
1005,ITA,1984,76.0,292.0,0.20652173913043478
1006,ITA,1988,72.0,302.0,0.1925133689839572
1007,ITA,1992,107.0,324.0,0.2482598607888631
1008,ITA,1996,136.0,324.0,0.2956521739130435
1009,ITA,2000,160.0,297.0,0.350109409190372
1010,ITA,2004,170.0,304.0,0.35864978902953587
1011,ITA,2008,183.0,276.0,0.39869281045751637
1012,ITA,2012,170.0,212.0,0.44502617801047123
1013,ITA,2016,186.0,213.0,0.46616541353383456
1014,IVB,2008,1.0,1.0,0.5
1015,IVB,2012,1.0,1.0,0.5
1016,IVB,2016,3.0,1.0,0.75
1017,JAM,1948,9.0,17.0,0.34615384615384615
1018,JAM,1952,3.0,13.0,0.1875
1019,JAM,1964,9.0,23.0,0.28125
1020,JAM,1968,11.0,24.0,0.3142857142857143
1021,JAM,1972,19.0,32.0,0.37254901960784315
1022,JAM,1976,19.0,17.0,0.5277777777777778
1023,JAM,1980,14.0,18.0,0.4375
1024,JAM,1984,24.0,51.0,0.32
1025,JAM,1988,19.0,30.0,0.3877551020408163
1026,JAM,1992,24.0,27.0,0.47058823529411764
1027,JAM,1996,32.0,37.0,0.463768115942029
1028,JAM,2000,36.0,29.0,0.5538461538461539
1029,JAM,2004,35.0,27.0,0.5645161290322581
1030,JAM,2008,36.0,30.0,0.5454545454545454
1031,JAM,2012,33.0,29.0,0.532258064516129
1032,JAM,2016,43.0,34.0,0.5584415584415584
1033,JOR,1984,1.0,14.0,0.06666666666666667
1034,JOR,1988,2.0,7.0,0.2222222222222222
1035,JOR,1992,1.0,4.0,0.2
1036,JOR,1996,2.0,3.0,0.4
1037,JOR,2000,4.0,4.0,0.5
1038,JOR,2004,4.0,4.0,0.5
1039,JOR,2008,4.0,3.0,0.5714285714285714
1040,JOR,2012,4.0,5.0,0.4444444444444444
1041,JOR,2016,1.0,7.0,0.125
1042,JPN,1928,2.0,54.0,0.03571428571428571
1043,JPN,1932,27.0,176.0,0.1330049261083744
1044,JPN,1936,26.0,299.0,0.08
1045,JPN,1952,17.0,116.0,0.12781954887218044
1046,JPN,1956,58.0,164.0,0.26126126126126126
1047,JPN,1960,60.0,218.0,0.2158273381294964
1048,JPN,1964,102.0,354.0,0.2236842105263158
1049,JPN,1968,66.0,223.0,0.22837370242214533
1050,JPN,1972,79.0,214.0,0.2696245733788396
1051,JPN,1976,105.0,223.0,0.3201219512195122
1052,JPN,1984,105.0,260.0,0.2876712328767123
1053,JPN,1988,133.0,279.0,0.32281553398058255
1054,JPN,1992,126.0,266.0,0.32142857142857145
1055,JPN,1996,217.0,231.0,0.484375
1056,JPN,2000,137.0,226.0,0.3774104683195592
1057,JPN,2004,204.0,210.0,0.4927536231884058
1058,JPN,2008,224.0,233.0,0.49015317286652077
1059,JPN,2012,200.0,199.0,0.5012531328320802
1060,JPN,2016,209.0,227.0,0.4793577981651376
1061,KAZ,1996,36.0,106.0,0.2535211267605634
1062,KAZ,2000,53.0,105.0,0.33544303797468356
1063,KAZ,2004,47.0,83.0,0.36153846153846153
1064,KAZ,2008,74.0,72.0,0.5068493150684932
1065,KAZ,2012,47.0,85.0,0.3560606060606061
1066,KAZ,2016,57.0,66.0,0.4634146341463415
1067,KEN,1956,1.0,30.0,0.03225806451612903
1068,KEN,1968,3.0,47.0,0.06
1069,KEN,1972,3.0,66.0,0.043478260869565216
1070,KEN,1984,6.0,61.0,0.08955223880597014
1071,KEN,1988,6.0,82.0,0.06818181818181818
1072,KEN,1992,9.0,46.0,0.16363636363636364
1073,KEN,1996,10.0,44.0,0.18518518518518517
1074,KEN,2000,23.0,36.0,0.3898305084745763
1075,KEN,2004,24.0,22.0,0.5217391304347826
1076,KEN,2008,18.0,29.0,0.3829787234042553
1077,KEN,2012,22.0,29.0,0.43137254901960786
1078,KEN,2016,34.0,46.0,0.425
1079,KGZ,1996,10.0,43.0,0.18867924528301888
1080,KGZ,2000,20.0,51.0,0.28169014084507044
1081,KGZ,2004,7.0,25.0,0.21875
1082,KGZ,2008,4.0,18.0,0.18181818181818182
1083,KGZ,2012,3.0,12.0,0.2
1084,KGZ,2016,7.0,12.0,0.3684210526315789
1085,KIR,2004,1.0,2.0,0.3333333333333333
1086,KIR,2012,1.0,2.0,0.3333333333333333
1087,KIR,2016,1.0,2.0,0.3333333333333333
1088,KOR,1948,1.0,47.0,0.020833333333333332
1089,KOR,1952,1.0,21.0,0.045454545454545456
1090,KOR,1960,6.0,43.0,0.12244897959183673
1091,KOR,1964,44.0,196.0,0.18333333333333332
1092,KOR,1968,15.0,51.0,0.22727272727272727
1093,KOR,1972,10.0,33.0,0.23255813953488372
1094,KOR,1976,12.0,39.0,0.23529411764705882
1095,KOR,1984,69.0,171.0,0.2875
1096,KOR,1988,199.0,352.0,0.36116152450090744
1097,KOR,1992,94.0,228.0,0.2919254658385093
1098,KOR,1996,145.0,272.0,0.34772182254196643
1099,KOR,2000,127.0,232.0,0.35376044568245124
1100,KOR,2004,141.0,203.0,0.40988372093023256
1101,KOR,2008,121.0,208.0,0.3677811550151976
1102,KOR,2012,136.0,176.0,0.4358974358974359
1103,KOR,2016,118.0,145.0,0.44866920152091255
1104,KOS,2016,5.0,3.0,0.625
1105,KSA,2012,2.0,21.0,0.08695652173913043
1106,KSA,2016,3.0,8.0,0.2727272727272727
1107,KUW,2004,1.0,10.0,0.09090909090909091
1108,KUW,2012,3.0,9.0,0.25
1109,LAO,1980,2.0,17.0,0.10526315789473684
1110,LAO,1988,1.0,2.0,0.3333333333333333
1111,LAO,1996,1.0,4.0,0.2
1112,LAO,2000,1.0,2.0,0.3333333333333333
1113,LAO,2004,2.0,3.0,0.4
1114,LAO,2008,2.0,2.0,0.5
1115,LAO,2012,1.0,2.0,0.3333333333333333
1116,LAO,2016,2.0,3.0,0.4
1117,LAT,1928,2.0,22.0,0.08333333333333333
1118,LAT,1992,11.0,29.0,0.275
1119,LAT,1996,17.0,38.0,0.3090909090909091
1120,LAT,2000,17.0,43.0,0.2833333333333333
1121,LAT,2004,11.0,34.0,0.24444444444444444
1122,LAT,2008,18.0,35.0,0.33962264150943394
1123,LAT,2012,14.0,36.0,0.28
1124,LAT,2016,13.0,20.0,0.3939393939393939
1125,LBA,1980,5.0,33.0,0.13157894736842105
1126,LBA,2004,2.0,6.0,0.25
1127,LBA,2008,2.0,4.0,0.3333333333333333
1128,LBA,2012,1.0,3.0,0.25
1129,LBA,2016,1.0,6.0,0.14285714285714285
1130,LBR,1984,1.0,9.0,0.1
1131,LBR,1988,3.0,8.0,0.2727272727272727
1132,LBR,1996,1.0,6.0,0.14285714285714285
1133,LBR,2000,2.0,8.0,0.2
1134,LBR,2004,1.0,1.0,0.5
1135,LBR,2008,2.0,2.0,0.5
1136,LBR,2012,2.0,1.0,0.6666666666666666
1137,LBR,2016,1.0,2.0,0.3333333333333333
1138,LCA,1996,1.0,7.0,0.125
1139,LCA,2000,2.0,3.0,0.4
1140,LCA,2004,1.0,1.0,0.5
1141,LCA,2008,3.0,1.0,0.75
1142,LCA,2012,3.0,1.0,0.75
1143,LCA,2016,3.0,2.0,0.6
1144,LES,1992,2.0,6.0,0.25
1145,LES,1996,5.0,6.0,0.45454545454545453
1146,LES,2000,2.0,4.0,0.3333333333333333
1147,LES,2004,2.0,1.0,0.6666666666666666
1148,LES,2008,1.0,4.0,0.2
1149,LES,2012,2.0,2.0,0.5
1150,LES,2016,1.0,8.0,0.1111111111111111
1151,LIB,1972,2.0,34.0,0.05555555555555555
1152,LIB,1984,1.0,29.0,0.03333333333333333
1153,LIB,1988,3.0,28.0,0.0967741935483871
1154,LIB,2000,2.0,4.0,0.3333333333333333
1155,LIB,2004,2.0,3.0,0.4
1156,LIB,2008,2.0,4.0,0.3333333333333333
1157,LIB,2012,7.0,3.0,0.7
1158,LIB,2016,5.0,4.0,0.5555555555555556
1159,LIE,1976,3.0,6.0,0.3333333333333333
1160,LIE,1984,2.0,6.0,0.25
1161,LIE,1988,3.0,13.0,0.1875
1162,LIE,1992,3.0,5.0,0.375
1163,LIE,2000,1.0,1.0,0.5
1164,LIE,2012,3.0,1.0,0.75
1165,LIE,2016,2.0,1.0,0.6666666666666666
1166,LTU,1928,1.0,12.0,0.07692307692307693
1167,LTU,1992,12.0,42.0,0.2222222222222222
1168,LTU,1996,22.0,59.0,0.2716049382716049
1169,LTU,2000,30.0,47.0,0.38961038961038963
1170,LTU,2004,15.0,55.0,0.21428571428571427
1171,LTU,2008,33.0,45.0,0.4230769230769231
1172,LTU,2012,30.0,42.0,0.4166666666666667
1173,LTU,2016,20.0,60.0,0.25
1174,LUX,1924,2.0,120.0,0.01639344262295082
1175,LUX,1928,2.0,105.0,0.018691588785046728
1176,LUX,1936,1.0,128.0,0.007751937984496124
1177,LUX,1948,4.0,111.0,0.034782608695652174
1178,LUX,1956,5.0,22.0,0.18518518518518517
1179,LUX,1960,13.0,104.0,0.1111111111111111
1180,LUX,1964,2.0,25.0,0.07407407407407407
1181,LUX,1968,3.0,4.0,0.42857142857142855
1182,LUX,1972,1.0,14.0,0.06666666666666667
1183,LUX,1984,1.0,4.0,0.2
1184,LUX,1988,4.0,7.0,0.36363636363636365
1185,LUX,1992,1.0,7.0,0.125
1186,LUX,1996,4.0,3.0,0.5714285714285714
1187,LUX,2000,7.0,2.0,0.7777777777777778
1188,LUX,2004,7.0,7.0,0.5
1189,LUX,2008,4.0,15.0,0.21052631578947367
1190,LUX,2012,4.0,7.0,0.36363636363636365
1191,LUX,2016,7.0,8.0,0.4666666666666667
1192,MAD,1980,6.0,12.0,0.3333333333333333
1193,MAD,1992,9.0,8.0,0.5294117647058824
1194,MAD,1996,10.0,4.0,0.7142857142857143
1195,MAD,2000,8.0,5.0,0.6153846153846154
1196,MAD,2004,5.0,3.0,0.625
1197,MAD,2008,2.0,4.0,0.3333333333333333
1198,MAD,2012,4.0,3.0,0.5714285714285714
1199,MAD,2016,4.0,2.0,0.6666666666666666
1200,MAL,1956,1.0,33.0,0.029411764705882353
1201,MAR,1972,3.0,36.0,0.07692307692307693
1202,MAR,1984,1.0,34.0,0.02857142857142857
1203,MAR,1988,4.0,25.0,0.13793103448275862
1204,MAR,1992,1.0,44.0,0.022222222222222223
1205,MAR,1996,6.0,32.0,0.15789473684210525
1206,MAR,2000,9.0,46.0,0.16363636363636364
1207,MAR,2004,9.0,48.0,0.15789473684210525
1208,MAR,2008,12.0,37.0,0.24489795918367346
1209,MAR,2012,19.0,48.0,0.2835820895522388
1210,MAR,2016,21.0,31.0,0.40384615384615385
1211,MAS,1964,6.0,75.0,0.07407407407407407
1212,MAS,1972,5.0,52.0,0.08771929824561403
1213,MAS,1984,4.0,23.0,0.14814814814814814
1214,MAS,1988,8.0,9.0,0.47058823529411764
1215,MAS,1996,3.0,40.0,0.06976744186046512
1216,MAS,2000,13.0,42.0,0.23636363636363636
1217,MAS,2004,11.0,27.0,0.2894736842105263
1218,MAS,2008,16.0,26.0,0.38095238095238093
1219,MAS,2012,16.0,22.0,0.42105263157894735
1220,MAS,2016,19.0,23.0,0.4523809523809524
1221,MAW,1972,4.0,14.0,0.2222222222222222
1222,MAW,1992,1.0,3.0,0.25
1223,MAW,2000,1.0,1.0,0.5
1224,MAW,2004,2.0,2.0,0.5
1225,MAW,2008,2.0,2.0,0.5
1226,MAW,2012,2.0,1.0,0.6666666666666666
1227,MAW,2016,2.0,3.0,0.4
1228,MDA,1996,5.0,45.0,0.1
1229,MDA,2000,5.0,30.0,0.14285714285714285
1230,MDA,2004,7.0,26.0,0.21212121212121213
1231,MDA,2008,8.0,22.0,0.26666666666666666
1232,MDA,2012,8.0,12.0,0.4
1233,MDA,2016,9.0,14.0,0.391304347826087
1234,MDV,1992,1.0,9.0,0.1
1235,MDV,1996,1.0,8.0,0.1111111111111111
1236,MDV,2000,2.0,2.0,0.5
1237,MDV,2004,2.0,2.0,0.5
1238,MDV,2008,2.0,2.0,0.5
1239,MDV,2012,2.0,3.0,0.4
1240,MDV,2016,2.0,2.0,0.5
1241,MEX,1932,2.0,98.0,0.02
1242,MEX,1948,9.0,140.0,0.06040268456375839
1243,MEX,1952,3.0,82.0,0.03529411764705882
1244,MEX,1956,3.0,33.0,0.08333333333333333
1245,MEX,1960,13.0,97.0,0.11818181818181818
1246,MEX,1964,6.0,122.0,0.046875
1247,MEX,1968,103.0,343.0,0.23094170403587444
1248,MEX,1972,71.0,210.0,0.2526690391459075
1249,MEX,1976,15.0,122.0,0.10948905109489052
1250,MEX,1980,24.0,50.0,0.32432432432432434
1251,MEX,1984,41.0,114.0,0.2645161290322581
1252,MEX,1988,29.0,115.0,0.2013888888888889
1253,MEX,1992,38.0,102.0,0.2714285714285714
1254,MEX,1996,31.0,80.0,0.27927927927927926
1255,MEX,2000,34.0,64.0,0.3469387755102041
1256,MEX,2004,67.0,70.0,0.48905109489051096
1257,MEX,2008,51.0,52.0,0.49514563106796117
1258,MEX,2012,45.0,74.0,0.37815126050420167
1259,MEX,2016,56.0,83.0,0.4028776978417266
1260,MGL,1964,13.0,27.0,0.325
1261,MGL,1968,16.0,22.0,0.42105263157894735
1262,MGL,1972,2.0,42.0,0.045454545454545456
1263,MGL,1976,2.0,31.0,0.06060606060606061
1264,MGL,1980,12.0,45.0,0.21052631578947367
1265,MGL,1988,7.0,25.0,0.21875
1266,MGL,1992,8.0,30.0,0.21052631578947367
1267,MGL,1996,6.0,12.0,0.3333333333333333
1268,MGL,2000,11.0,12.0,0.4782608695652174
1269,MGL,2004,8.0,13.0,0.38095238095238093
1270,MGL,2008,17.0,14.0,0.5483870967741935
1271,MGL,2012,14.0,18.0,0.4375
1272,MGL,2016,20.0,26.0,0.43478260869565216
1273,MHL,2008,2.0,3.0,0.4
1274,MHL,2012,2.0,2.0,0.5
1275,MHL,2016,3.0,2.0,0.6
1276,MKD,1996,6.0,10.0,0.375
1277,MKD,2000,8.0,7.0,0.5333333333333333
1278,MKD,2004,6.0,8.0,0.42857142857142855
1279,MKD,2008,2.0,5.0,0.2857142857142857
1280,MKD,2012,2.0,2.0,0.5
1281,MKD,2016,4.0,2.0,0.6666666666666666
1282,MLI,1980,1.0,6.0,0.14285714285714285
1283,MLI,1988,2.0,6.0,0.25
1284,MLI,1992,2.0,4.0,0.3333333333333333
1285,MLI,1996,2.0,2.0,0.5
1286,MLI,2000,2.0,3.0,0.4
1287,MLI,2004,2.0,19.0,0.09523809523809523
1288,MLI,2008,14.0,3.0,0.8235294117647058
1289,MLI,2012,2.0,4.0,0.3333333333333333
1290,MLI,2016,2.0,4.0,0.3333333333333333
1291,MLT,1980,1.0,11.0,0.08333333333333333
1292,MLT,1984,2.0,5.0,0.2857142857142857
1293,MLT,1988,1.0,5.0,0.16666666666666666
1294,MLT,1992,5.0,3.0,0.625
1295,MLT,1996,5.0,5.0,0.5
1296,MLT,2000,3.0,4.0,0.42857142857142855
1297,MLT,2004,3.0,4.0,0.42857142857142855
1298,MLT,2008,3.0,3.0,0.5
1299,MLT,2012,2.0,3.0,0.4
1300,MLT,2016,4.0,4.0,0.5
1301,MNE,2008,2.0,18.0,0.1
1302,MNE,2012,15.0,19.0,0.4411764705882353
1303,MNE,2016,18.0,17.0,0.5142857142857142
1304,MON,1988,1.0,8.0,0.1111111111111111
1305,MON,1992,1.0,3.0,0.25
1306,MON,1996,1.0,3.0,0.25
1307,MON,2000,1.0,3.0,0.25
1308,MON,2004,1.0,2.0,0.3333333333333333
1309,MON,2008,1.0,4.0,0.2
1310,MON,2012,1.0,5.0,0.16666666666666666
1311,MOZ,1980,3.0,13.0,0.1875
1312,MOZ,1984,2.0,12.0,0.14285714285714285
1313,MOZ,1988,4.0,8.0,0.3333333333333333
1314,MOZ,1992,4.0,3.0,0.5714285714285714
1315,MOZ,1996,1.0,2.0,0.3333333333333333
1316,MOZ,2000,2.0,2.0,0.5
1317,MOZ,2004,2.0,2.0,0.5
1318,MOZ,2008,2.0,2.0,0.5
1319,MOZ,2012,2.0,4.0,0.3333333333333333
1320,MOZ,2016,1.0,7.0,0.125
1321,MRI,1984,1.0,6.0,0.14285714285714285
1322,MRI,1988,2.0,9.0,0.18181818181818182
1323,MRI,1992,12.0,10.0,0.5454545454545454
1324,MRI,1996,9.0,27.0,0.25
1325,MRI,2000,6.0,20.0,0.23076923076923078
1326,MRI,2004,3.0,6.0,0.3333333333333333
1327,MRI,2008,5.0,6.0,0.45454545454545453
1328,MRI,2012,7.0,4.0,0.6363636363636364
1329,MRI,2016,6.0,5.0,0.5454545454545454
1330,MTN,2000,1.0,1.0,0.5
1331,MTN,2004,1.0,1.0,0.5
1332,MTN,2008,1.0,1.0,0.5
1333,MTN,2012,1.0,1.0,0.5
1334,MTN,2016,1.0,1.0,0.5
1335,MYA,1992,4.0,1.0,0.8
1336,MYA,1996,1.0,2.0,0.3333333333333333
1337,MYA,2000,6.0,1.0,0.8571428571428571
1338,MYA,2008,2.0,5.0,0.2857142857142857
1339,MYA,2012,3.0,3.0,0.5
1340,MYA,2016,3.0,5.0,0.375
1341,NAM,1992,3.0,7.0,0.3
1342,NAM,1996,3.0,7.0,0.3
1343,NAM,2000,6.0,10.0,0.375
1344,NAM,2004,1.0,9.0,0.1
1345,NAM,2008,5.0,6.0,0.45454545454545453
1346,NAM,2012,4.0,5.0,0.4444444444444444
1347,NAM,2016,6.0,5.0,0.5454545454545454
1348,NCA,1972,2.0,8.0,0.2
1349,NCA,1980,3.0,3.0,0.5
1350,NCA,1992,2.0,7.0,0.2222222222222222
1351,NCA,1996,1.0,27.0,0.03571428571428571
1352,NCA,2000,2.0,4.0,0.3333333333333333
1353,NCA,2004,4.0,2.0,0.6666666666666666
1354,NCA,2008,3.0,4.0,0.42857142857142855
1355,NCA,2012,3.0,3.0,0.5
1356,NCA,2016,2.0,3.0,0.4
1357,NED,1920,1.0,212.0,0.004694835680751174
1358,NED,1924,15.0,231.0,0.06097560975609756
1359,NED,1928,55.0,329.0,0.14322916666666666
1360,NED,1932,25.0,55.0,0.3125
1361,NED,1936,32.0,195.0,0.14096916299559473
1362,NED,1948,46.0,141.0,0.24598930481283424
1363,NED,1952,87.0,93.0,0.48333333333333334
1364,NED,1960,69.0,91.0,0.43125
1365,NED,1964,31.0,127.0,0.1962025316455696
1366,NED,1968,43.0,97.0,0.30714285714285716
1367,NED,1972,85.0,114.0,0.4271356783919598
1368,NED,1976,86.0,89.0,0.49142857142857144
1369,NED,1980,29.0,83.0,0.25892857142857145
1370,NED,1984,85.0,100.0,0.4594594594594595
1371,NED,1988,85.0,117.0,0.4207920792079208
1372,NED,1992,122.0,135.0,0.47470817120622566
1373,NED,1996,128.0,162.0,0.4413793103448276
1374,NED,2000,109.0,176.0,0.3824561403508772
1375,NED,2004,105.0,159.0,0.3977272727272727
1376,NED,2008,123.0,160.0,0.43462897526501765
1377,NED,2012,105.0,117.0,0.47297297297297297
1378,NED,2016,176.0,153.0,0.5349544072948328
1379,NEP,1988,3.0,17.0,0.15
1380,NEP,1992,1.0,1.0,0.5
1381,NEP,1996,3.0,3.0,0.5
1382,NEP,2000,3.0,2.0,0.6
1383,NEP,2004,3.0,3.0,0.5
1384,NEP,2008,4.0,4.0,0.5
1385,NEP,2012,3.0,2.0,0.6
1386,NEP,2016,4.0,3.0,0.5714285714285714
1387,NGR,1964,2.0,17.0,0.10526315789473684
1388,NGR,1968,9.0,37.0,0.1956521739130435
1389,NGR,1972,11.0,25.0,0.3055555555555556
1390,NGR,1980,10.0,46.0,0.17857142857142858
1391,NGR,1984,3.0,33.0,0.08333333333333333
1392,NGR,1988,15.0,71.0,0.1744186046511628
1393,NGR,1992,30.0,42.0,0.4166666666666667
1394,NGR,1996,27.0,57.0,0.32142857142857145
1395,NGR,2000,49.0,51.0,0.49
1396,NGR,2004,50.0,29.0,0.6329113924050633
1397,NGR,2008,47.0,42.0,0.5280898876404494
1398,NGR,2012,28.0,30.0,0.4827586206896552
1399,NGR,2016,28.0,49.0,0.36363636363636365
1400,NIG,1996,1.0,2.0,0.3333333333333333
1401,NIG,2000,2.0,2.0,0.5
1402,NIG,2004,1.0,3.0,0.25
1403,NIG,2008,2.0,2.0,0.5
1404,NIG,2012,2.0,4.0,0.3333333333333333
1405,NIG,2016,2.0,4.0,0.3333333333333333
1406,NOR,1912,3.0,260.0,0.011406844106463879
1407,NOR,1920,6.0,261.0,0.02247191011235955
1408,NOR,1924,4.0,101.0,0.0380952380952381
1409,NOR,1932,1.0,7.0,0.125
1410,NOR,1936,3.0,81.0,0.03571428571428571
1411,NOR,1948,6.0,91.0,0.061855670103092786
1412,NOR,1952,19.0,171.0,0.1
1413,NOR,1956,6.0,23.0,0.20689655172413793
1414,NOR,1960,1.0,49.0,0.02
1415,NOR,1964,3.0,40.0,0.06976744186046512
1416,NOR,1968,39.0,47.0,0.45348837209302323
1417,NOR,1972,42.0,119.0,0.2608695652173913
1418,NOR,1976,6.0,73.0,0.0759493670886076
1419,NOR,1984,27.0,105.0,0.20454545454545456
1420,NOR,1988,29.0,50.0,0.3670886075949367
1421,NOR,1992,42.0,72.0,0.3684210526315789
1422,NOR,1996,62.0,54.0,0.5344827586206896
1423,NOR,2000,54.0,61.0,0.46956521739130436
1424,NOR,2004,18.0,42.0,0.3
1425,NOR,2008,59.0,43.0,0.5784313725490197
1426,NOR,2012,32.0,37.0,0.463768115942029
1427,NOR,2016,37.0,40.0,0.4805194805194805
1428,NRU,2000,1.0,1.0,0.5
1429,NRU,2004,1.0,2.0,0.3333333333333333
1430,NZL,1920,2.0,4.0,0.3333333333333333
1431,NZL,1924,2.0,4.0,0.3333333333333333
1432,NZL,1928,5.0,8.0,0.38461538461538464
1433,NZL,1932,1.0,28.0,0.034482758620689655
1434,NZL,1948,1.0,7.0,0.125
1435,NZL,1952,4.0,16.0,0.2
1436,NZL,1956,11.0,46.0,0.19298245614035087
1437,NZL,1960,6.0,41.0,0.1276595744680851
1438,NZL,1964,23.0,65.0,0.26136363636363635
1439,NZL,1968,14.0,51.0,0.2153846153846154
1440,NZL,1972,17.0,95.0,0.15178571428571427
1441,NZL,1976,19.0,79.0,0.19387755102040816
1442,NZL,1984,41.0,121.0,0.25308641975308643
1443,NZL,1988,20.0,92.0,0.17857142857142858
1444,NZL,1992,48.0,127.0,0.2742857142857143
1445,NZL,1996,45.0,84.0,0.3488372093023256
1446,NZL,2000,84.0,93.0,0.4745762711864407
1447,NZL,2004,82.0,102.0,0.44565217391304346
1448,NZL,2008,89.0,112.0,0.4427860696517413
1449,NZL,2012,94.0,110.0,0.46078431372549017
1450,NZL,2016,114.0,118.0,0.49137931034482757
1451,OMA,2008,1.0,3.0,0.25
1452,OMA,2012,1.0,2.0,0.3333333333333333
1453,OMA,2016,2.0,2.0,0.5
1454,PAK,1996,1.0,23.0,0.041666666666666664
1455,PAK,2000,1.0,26.0,0.037037037037037035
1456,PAK,2004,2.0,24.0,0.07692307692307693
1457,PAK,2008,2.0,20.0,0.09090909090909091
1458,PAK,2012,2.0,19.0,0.09523809523809523
1459,PAK,2016,3.0,4.0,0.42857142857142855
1460,PAN,1960,6.0,2.0,0.75
1461,PAN,1964,9.0,6.0,0.6
1462,PAN,1976,3.0,10.0,0.23076923076923078
1463,PAN,1984,1.0,9.0,0.1
1464,PAN,1996,2.0,7.0,0.2222222222222222
1465,PAN,2000,3.0,4.0,0.42857142857142855
1466,PAN,2004,2.0,3.0,0.4
1467,PAN,2008,2.0,3.0,0.4
1468,PAN,2012,2.0,6.0,0.25
1469,PAN,2016,9.0,5.0,0.6428571428571429
1470,PAR,1992,3.0,28.0,0.0967741935483871
1471,PAR,1996,1.0,6.0,0.14285714285714285
1472,PAR,2000,3.0,2.0,0.6
1473,PAR,2004,2.0,20.0,0.09090909090909091
1474,PAR,2008,4.0,3.0,0.5714285714285714
1475,PAR,2012,4.0,6.0,0.4
1476,PAR,2016,5.0,6.0,0.45454545454545453
